order,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,saleprice
17.515109539582433,526869147.89967555,20.33939279796394,RL,141.39478848330762,31638.010630006866,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.969400713767111,4.995853213467653,1960.7208323437587,1960.384886819158,Hip,CompShg,BrkFace,Plywood,Stone,113.7282759311479,TA,TA,CBlock,TA,Gd,Gd,BLQ,639.7608204180641,Unf,0.3068584998273229,441.2554265838471,1074.5762634640253,GasA,Fa,Y,SBrkr,1657.695202347908,10.507246626040493,0.29742087446258947,1655.868778846705,0.9951959313313224,0.0003030184496722058,0.9924801449259893,-0.005031617933995554,3.0143026171861442,0.9986923224193968,TA,7.0037332019675524,Typ,1.9914601181989502,Gd,Attchd,1960.304487097015,Fin,2.0007834250054772,527.4646628512377,TA,TA,P,208.05949169685087,61.428260000489075,-0.29716768977128505,0.3705260040131369,-0.6318402823504572,0.5713752410117438,Missing,Missing,Missing,-10.275516784897075,5.055918295648035,2009.9804547384424,WD ,Normal,214764.18409384362
5.59421789641401,526119599.2121886,19.668475182691797,RH,79.7953140275873,11496.877663682913,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5.015615192912085,5.9811114187309435,1960.967283131024,1960.3791447635297,Gable,CompShg,VinylSd,VinylSd,Missing,2.90245201432869,TA,TA,CBlock,TA,TA,No,Rec,464.17644500545447,LwQ,144.11594751452938,293.7249357630818,873.5097537219574,GasA,TA,Y,SBrkr,897.289157951859,2.107435885513572,0.6070550278565522,913.7022384017333,0.0019585215944692633,0.00032071326705949017,0.9923363316106796,-0.003271633876801384,1.986389612238979,0.9985405822725383,TA,5.0577301001037664,Typ,-0.001884289795963289,Missing,Attchd,1961.3239529103328,Unf,1.017180749262348,729.1725977730998,TA,TA,Y,139.43874828753275,-0.016621416024550167,1.4178108127528315,0.6387274016355252,118.68306282573919,1.1233607442521032,Missing,MnPrv,Missing,10.881635856831844,5.978576320257811,2010.026767394328,WD ,Normal,104816.60604886994
10.634217217064496,526630269.30269086,19.245940837634475,RL,80.52352068321636,14166.288473762485,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.017793455304865,5.973178214924288,1958.8003458789854,1957.981995354513,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,109.01486225207324,TA,TA,CBlock,TA,TA,No,ALQ,942.8104979926674,Unf,-7.541901077005634,426.7441531095057,1341.225829247505,GasA,TA,Y,SBrkr,1330.0586360514833,16.069036174173938,1.3829355479182512,1310.5037218970192,-0.013305666845827707,0.0025831599656515702,1.0117996788787966,0.9955364330603904,3.0122620964218942,1.0007853556711606,Gd,5.980072993388368,Typ,-0.003318217101334054,Missing,Attchd,1958.124999380501,Unf,0.9838649225296642,309.3176960679094,TA,TA,Y,388.0633313638855,36.78914717592449,-0.26691390779870405,-0.21921393194923755,0.2952756815873358,-0.24119212226829326,Missing,Missing,Gar2,12487.818539918744,6.002126051776579,2009.9795248468422,WD ,Normal,173889.5315601391
-5.922275975125691,528207403.3965869,20.78720258215896,RL,92.5266581447062,11110.060901315388,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7.022078116836551,5.050035440038819,1967.8939869281116,1967.6598508288523,Hip,CompShg,BrkFace,BrkFace,Missing,-8.605847858855562,Gd,TA,CBlock,TA,TA,No,ALQ,1067.7412366866267,Unf,-1.3316118474167447,1039.9077176424544,2115.8122179450143,GasA,Ex,Y,SBrkr,2130.012150406762,2.4818741006014364,0.698352176479241,2123.210085064107,1.0004955536111386,-0.008211674450525407,1.9880527748884131,1.006557874953246,3.006640272398584,1.0070787802109167,Ex,7.987157448113402,Typ,2.0050350805009565,TA,Attchd,1967.7998213012202,Fin,2.001069488000278,523.3689399656502,TA,TA,Y,0.31382884316744264,-0.65671814849089,-2.009609734568138,0.6012351934841125,-0.039246916213523705,-0.4083073086129401,Missing,Missing,Missing,10.276169340687167,3.9713445357112813,2009.989631455068,WD ,Normal,244061.5022682156
-16.75706810784274,523723896.86784416,60.77530955510439,RL,74.18487796809498,14077.288020122536,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5.044043817301207,4.9870101574768,1996.6102073483355,1998.0347387351308,Gable,CompShg,VinylSd,VinylSd,Missing,1.9781341589913446,TA,TA,PConc,Gd,TA,No,GLQ,803.3094066592288,Unf,0.9225347546509693,127.58500716186802,937.9608786823342,GasA,Gd,Y,SBrkr,941.5281758762842,701.2955371396267,0.35650825143313664,1622.3861119498054,0.004950955867818003,-0.007217392129359417,1.9778094199493037,1.0011421679141508,3.0128783357027094,0.9967118600262989,TA,6.029754864618447,Typ,1.0051452179243143,TA,Attchd,1997.1750959679782,Fin,1.9833871119971032,479.89022077238667,TA,TA,Y,212.2869422449796,34.77242371558539,-0.8247698940513027,0.59796101860707,-0.2997431914223189,0.3586867843694784,Missing,MnPrv,Missing,1.9412109480380488,2.9318699423951453,2010.0447759084973,WD ,Normal,189070.99963535217
37.59959405265162,524315808.06452435,58.31998099229166,RL,77.86648942705335,10099.958080730237,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.021142576579314,5.976138877530201,1997.5192467429754,1997.9933273751567,Gable,CompShg,VinylSd,VinylSd,BrkFace,25.589447634768472,TA,TA,PConc,TA,TA,No,GLQ,586.6407375328927,Unf,4.952110680203347,317.7144294567801,936.4517108774362,GasA,Ex,Y,SBrkr,916.1596238301819,680.3958820831358,0.35498498154306984,1598.0917958332536,-0.0006209052211244045,-0.002202344591081835,1.9962299674021222,0.9990458576380901,3.011291092820221,1.005021575287448,Gd,7.02640632625808,Typ,0.99794415524598,Gd,Attchd,1998.332846714911,Fin,2.0114623468638717,480.5143751978941,TA,TA,Y,359.89559233292715,36.28480356416023,0.3689767112347634,-0.10464043728025138,1.309986240620723,-0.8292993530638525,Missing,Missing,Missing,-0.4012778290721251,5.979716759310857,2010.0120883617726,WD ,Normal,195851.226263786
-11.556279926692348,531916963.9982836,119.99119494662149,RL,41.11212406049246,5075.4108207020145,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.024278958775755,5.022607206309306,2001.361552164455,2000.846869596276,Gable,CompShg,CemntBd,CmentBd,Missing,2.4664218567801157,Gd,TA,PConc,Gd,TA,Mn,GLQ,625.2790145631732,Unf,-4.621878189937969,734.2736955836109,1330.1371028701708,GasA,Ex,Y,SBrkr,1346.7991414688668,10.507680038781835,0.5444538630784443,1342.4903842941367,1.016079470470599,-0.0041915991879606495,1.981654932520955,-0.010217794900586273,2.0325989232108763,1.0030432874395585,Gd,6.05421549162136,Typ,0.00012308625926191232,Missing,Attchd,2000.882939404628,Fin,1.9927667294395417,579.522458897553,TA,TA,Y,1.851204964891685,-0.9325052836545443,169.9293237601103,0.6356299266713148,0.7796572114178095,0.39030784572597527,Missing,Missing,Missing,4.125504121046538,3.933052694334516,2009.9987312658116,WD ,Normal,212992.663868082
4.001983746032183,528500938.2014548,118.7075252434023,RL,43.963009865683944,4943.539384737489,Pave,Missing,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,7.982725223352129,5.041079039124896,1992.6877164216446,1992.281866394275,Gable,CompShg,HdBoard,HdBoard,Missing,3.926439965380726,Gd,TA,PConc,Gd,TA,No,ALQ,258.9553231422514,Unf,0.02423511687932387,1032.7930931832823,1290.6825400363264,GasA,Ex,Y,SBrkr,1280.505273150296,-13.721802140033972,0.26628202536200213,1276.98557738952,0.008923674145953976,-0.0015974491868408327,2.002953558010932,0.0006737665132082083,2.0099676317982995,0.9988932259680204,Gd,5.003961181051038,Typ,0.004837657161200006,Missing,Attchd,1992.1131904203146,RFn,1.9767972986083202,509.09601917959213,TA,TA,Y,3.6344420799328336,81.8288106664638,-1.6242369291701164,0.509128395726502,143.20543822287743,0.15184682472469366,Missing,Missing,Missing,-2.857406088446711,1.0299460886111178,2010.030662282203,WD ,Normal,191797.85823008287
-16.44993870076082,526483272.0786465,120.32492434102795,RL,38.693482727039225,5522.995915828884,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,7.978865131025899,5.0281680005932685,1994.902263172102,1996.0586233406293,Gable,CompShg,CemntBd,CmentBd,Missing,0.5138640323883439,Gd,TA,PConc,Gd,TA,No,GLQ,1170.1411573859787,Unf,-0.7310380358203026,423.8943573600133,1605.3657026749404,GasA,Ex,Y,SBrkr,1608.75756073229,4.95212927864474,0.8409378633889908,1605.253878324006,1.0006338830908459,-0.004861194930877076,1.9762096466815693,-0.012861628175558911,2.0022892461514323,1.003466712198353,Gd,5.030947508348246,Typ,0.9838664542249151,TA,Attchd,1994.9284175198025,RFn,1.9979463504715267,608.0804325746344,TA,TA,Y,238.19452952346987,151.1115925331337,-1.28626240432898,-0.247031500633701,-0.1712057020149376,-0.06714514642880098,Missing,Missing,Missing,-1.5131528001617665,2.985577584136802,2009.9914038139152,WD ,Normal,237694.39405750975
-11.682865180506429,529483441.074542,60.71964008639513,RL,59.89763908598615,7178.536919367053,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.984456777023748,4.957720434426107,2000.480965699204,1999.122379540165,Gable,CompShg,VinylSd,VinylSd,Missing,1.9201436908177747,TA,TA,PConc,TA,TA,No,Unf,19.813293123788924,Unf,-1.092898542675486,1005.9141630252102,1001.8078514445964,GasA,Gd,Y,SBrkr,1023.1678086567272,779.0653705438098,0.34063212157086725,1797.5045042157983,-0.001308108437684065,-0.0020618658861941987,2.0016107038852655,0.9954056031699312,3.026474352224571,1.004040616484875,Gd,7.00602913662675,Typ,0.9902367993595637,TA,Attchd,1999.0835428023454,Fin,1.9948566467221265,444.76337087222237,TA,TA,Y,141.98888656956353,61.431562689199495,-2.0925889892630236,0.056503418089480846,0.5560253161141208,-0.630500690785046,Missing,Missing,Missing,-0.22585936160089218,5.99224036549036,2009.9888209068245,WD ,Normal,190518.06946846202
