Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2.9353903255944265,528888460.1132887,19.83383637442168,RL,140.58009675517343,31653.13277393591,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.987151667379537,5.008832882424661,1959.6267919442503,1960.2078693716692,Hip,CompShg,BrkFace,Plywood,Stone,112.94559690296128,TA,TA,CBlock,TA,Gd,Gd,BLQ,634.6747100409228,Unf,-2.8690155272727815,442.7692214939775,1075.6147409121643,GasA,Fa,Y,SBrkr,1659.5428369412878,0.13447516296687986,0.1413969435619402,1655.5460784754423,1.0017588382717362,-0.0014040736300314194,1.000376332005697,0.0012143709279036513,2.993036441780421,0.9995493037537597,TA,7.003432691369342,Typ,2.001325651068423,Gd,Attchd,1960.0687660490535,Fin,1.9987227498846343,524.051793969027,TA,TA,P,208.31493694029254,62.18824490551171,1.029455724748297,0.16592471249974292,-0.21074740166787329,0.3332045835966331,Missing,Missing,Missing,-3.509928304894022,5.0330633783961485,2010.009273341974,WD ,Normal,215061.89693513827
-14.060807728199705,527534976.6359968,19.91791676803115,RH,80.09723061046977,11590.074217801326,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,4.988369811674607,6.013310999101638,1960.9525341863634,1961.5622277867037,Gable,CompShg,VinylSd,VinylSd,Missing,1.8380640841284586,TA,TA,CBlock,TA,TA,No,Rec,470.5421102491853,LwQ,143.6545129344883,273.0347142145714,877.1430856908797,GasA,TA,Y,SBrkr,898.3253517554305,1.0077839761788123,-1.1284964496961276,905.5895981675068,-0.0024937547410307497,-0.0012434241443546037,1.0062125794548733,0.00626967052647059,1.9999048988145818,0.9978723685623255,TA,5.019695720899455,Typ,-0.00011406735766910327,Missing,Attchd,1960.6700334373818,Unf,0.9986201868875749,729.4752534701988,TA,TA,Y,139.49780619074573,1.0332929728944735,0.22834794817535606,-0.27665297590899446,119.2632451306837,-0.45944287127252303,Missing,MnPrv,Missing,-1.544017050133468,5.9877923859270945,2009.9683618253773,WD ,Normal,105020.10601072758
-11.928824000877237,524051501.0203773,20.635279755999694,RL,80.69622725283168,14346.929124817063,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.993941582173092,5.980885032441411,1958.280671660953,1957.9614236082462,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,111.99393974827488,TA,TA,CBlock,TA,TA,No,ALQ,933.4595499713948,Unf,0.08102950150666784,415.1743796658628,1326.015222300215,GasA,TA,Y,SBrkr,1333.0331551637375,-8.665335819693432,0.6740881276917632,1321.1771185723735,-0.0011693506938896395,0.0011658971153598267,1.0027489394473572,0.9995026452100216,2.9997559525539113,0.9992797469523659,Gd,6.017917222688256,Typ,-0.004126545598420568,Missing,Attchd,1957.9575409197923,Unf,1.001050739242266,311.4093012623919,TA,TA,Y,393.19992007298856,35.76585581612944,0.3612236846460133,0.01963444611108832,0.3110970377307014,0.113808039042224,Missing,Missing,Gar2,12500.909074617473,6.036394120340699,2010.007744315266,WD ,Normal,171240.88091352148
13.16313269330136,523738454.1295586,19.58996756768638,RL,93.11260450056253,11251.91955391539,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7.027113789221973,4.991642775604597,1968.1525590496085,1967.9745040910866,Hip,CompShg,BrkFace,BrkFace,Missing,2.7100376333086067,Gd,TA,CBlock,TA,TA,No,ALQ,1070.688156339184,Unf,-0.47066260234774593,1032.4718015465562,2100.9106303912167,GasA,Ex,Y,SBrkr,2111.569240258565,0.8998066937225631,-0.11844285419514619,2107.1045341907225,1.0090142885252862,-0.0010281222477491181,2.0019878677472875,1.000365315162009,3.0014250879932303,1.002269966085519,Ex,7.983093583997983,Typ,2.00293166030611,TA,Attchd,1968.162014250975,Fin,1.9997123649189976,521.906514884022,TA,TA,Y,-0.722385061252427,0.35188468813880547,0.6460332158377271,0.15065630709827194,-0.0318544027264486,-0.19883362021069262,Missing,Missing,Missing,3.4365914509756204,3.992635927501409,2009.9976748015185,WD ,Normal,244573.4063104717
-0.4577675256028515,525791952.15714884,60.2505640219032,RL,73.74067290647913,13979.441738630723,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,4.994067811847767,5.010165188606805,1997.124859241519,1997.933766844976,Gable,CompShg,VinylSd,VinylSd,Missing,2.701019982473318,TA,TA,PConc,Gd,TA,No,GLQ,784.4396869621165,Unf,-2.801988796696915,140.26575420078018,928.21938443195,GasA,Gd,Y,SBrkr,927.0790886447093,693.0538195161768,0.1162268062622632,1634.7598305651147,0.003742606557449901,-0.0023546407639211077,2.0018186726171057,0.9998193023667029,2.9981605353075462,0.9994909896273386,TA,5.990730920341503,Typ,1.001628765017339,TA,Attchd,1996.8566479351039,Fin,2.0020723294191343,483.0987108016042,TA,TA,Y,211.68793185722038,33.84556055411067,0.0258169030911359,0.30251704896369586,-0.8129801749303787,-0.2531222418503978,Missing,MnPrv,Missing,-5.039979442701285,3.014600419447317,2009.9934455749399,WD ,Normal,190496.31886169242
9.284339531201852,530596161.78114027,60.47269531565149,RL,78.05458472685517,10052.069672016727,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5.9970464289648335,6.006589311870012,1997.7141438981246,1997.9938790036347,Gable,CompShg,VinylSd,VinylSd,BrkFace,22.380887209702824,TA,TA,PConc,TA,TA,No,GLQ,601.0535820938461,Unf,2.0466407640522823,325.1948852660367,924.4394493122968,GasA,Ex,Y,SBrkr,927.1739788404916,674.471076787967,-0.6788529256999508,1604.828386978647,-0.0024652440919640797,-0.0010541169505339514,1.991781679588554,1.0038183901085602,3.005147164075304,0.9991473036372869,Gd,6.998113654170778,Typ,0.9973548446839356,Gd,Attchd,1997.689552934009,Fin,1.9978544883098648,468.48067671703217,TA,TA,Y,359.4927512085762,35.83850384671941,0.47939136158554874,-0.22548491998835615,-0.6043601981544823,-0.1531912400263491,Missing,Missing,Missing,-0.5234815590384942,6.014433291391837,2009.9998083275163,WD ,Normal,195111.78753958424
-9.239795345456578,524257769.53475547,119.37987424924161,RL,40.942950289136,4895.92475147801,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,7.989695652317263,5.009683954777927,2000.8690284887223,2000.960853530705,Gable,CompShg,CemntBd,CmentBd,Missing,1.7299189181330614,Gd,TA,PConc,Gd,TA,Mn,GLQ,617.4284133238575,Unf,-1.548670172783927,723.2404377243632,1339.828628648586,GasA,Ex,Y,SBrkr,1341.9464832890565,-10.191601847734763,-0.07992096853819612,1339.6624156081114,1.004356803248978,0.0004890081037333113,2.005516863202222,0.00020154299812677622,1.9985765210749902,0.9976704205062787,Gd,5.9812233590237875,Typ,-0.002256247548066277,Missing,Attchd,2001.1016814571694,Fin,1.9834096841998108,583.0256491410347,TA,TA,Y,-0.8337420777970869,-0.3854643318957271,170.1916120001946,0.3820256632594089,-0.7310828843837637,-0.9666575377583755,Missing,Missing,Missing,7.206913253496241,4.014841425379601,2009.9966943603727,WD ,Normal,213678.43010617737
2.3696360471166518,525930300.855825,120.49683281203446,RL,42.753690502631684,5034.010396203543,Pave,Missing,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,7.979344464529288,5.015387626252886,1991.8291370401519,1991.7026911348744,Gable,CompShg,HdBoard,HdBoard,Missing,-1.4361320861443738,Gd,TA,PConc,Gd,TA,No,ALQ,267.06272232315155,Unf,-2.3152654206717393,1027.9905438900755,1273.342739275291,GasA,Ex,Y,SBrkr,1277.7491925777392,-2.2129060578341404,-0.4845223445320908,1274.5603662162182,-0.0039060360666463936,0.0010054085167016755,2.0007303638586507,0.004339707708364343,2.016016521959952,0.9999318002773001,Gd,5.005015599459445,Typ,-0.007289951697285456,Missing,Attchd,1991.8662000275162,RFn,2.0083743352734564,502.62034580638607,TA,TA,Y,1.7006912906033225,81.96484859151708,0.38460617180561657,0.10312040036735612,143.29934242583397,-0.4872379741491271,Missing,Missing,Missing,0.1633233376273128,0.9896338547948649,2009.9970397053562,WD ,Normal,190703.72597316388
2.9107382843714076,530911642.446933,119.96633863976412,RL,39.01260846889601,5479.8068075357,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.007583134365426,4.994125533699898,1995.0600532569595,1996.04322268872,Gable,CompShg,CemntBd,CmentBd,Missing,-1.2503798677068687,Gd,TA,PConc,Gd,TA,No,GLQ,1171.8257341515623,Unf,-2.290017730125563,408.07509391662825,1600.4920086258264,GasA,Ex,Y,SBrkr,1615.102153454559,-10.25829675140997,-0.24232729342149806,1618.924297625116,0.9999053469289795,0.002614576845942071,2.0066544646951825,0.00030920667246688986,2.0009142084408844,0.9989192970790803,Gd,5.01650783739542,Typ,1.0017962108476808,TA,Attchd,1995.1384553988712,RFn,1.992735819688687,608.0052029244963,TA,TA,Y,239.31387714507596,152.20409207780818,0.37683242772072273,0.350461190623516,0.6583526796164664,0.12800581369514777,Missing,Missing,Missing,1.8147491595923162,3.0075150855367268,2010.0053420120112,WD ,Normal,236955.18075676495
-2.7942760461908343,524028243.6111067,59.75753268009261,RL,59.892791718879536,7487.439202279025,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.989047253197132,5.006082260601072,1998.4778054428361,1998.8620016275647,Gable,CompShg,VinylSd,VinylSd,Missing,-0.342969637014387,TA,TA,PConc,TA,TA,No,Unf,-1.6110320627902415,Unf,-0.12895364862499728,997.821513142752,997.3143094966357,GasA,Gd,Y,SBrkr,1031.1722246181914,778.5307297435195,0.5687599558623692,1803.3318191022965,0.0013110963025544024,-0.0004556362489920577,2.008237236470531,0.9968750119910331,3.016834002503871,0.9990060138761081,Gd,7.018816273911045,Typ,1.0100276413910312,TA,Attchd,1998.511770141796,Fin,2.0035477910785686,443.2964868606301,TA,TA,Y,140.27586306561895,59.984359516572546,0.16291819008162228,-0.08693500216048054,-0.5479300919567714,-0.35280692576487177,Missing,Missing,Missing,4.705748613005842,6.00634631891363,2009.9883492570584,WD ,Normal,189327.6558318794
