Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
11.161617570515759,527486205.1483738,20.118262606753316,RL,141.27198183482884,31787.59472559007,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.99152997887162,5.002637894589405,1959.4685401572851,1960.2076004440967,Hip,CompShg,BrkFace,Plywood,Stone,116.01179898506786,TA,TA,CBlock,TA,Gd,Gd,BLQ,654.9362728490338,Unf,-0.841085286772742,420.9976684843545,1079.9598225044,GasA,Fa,Y,SBrkr,1661.8189439760195,-5.5729387453613555,0.3525921575532859,1655.9867599685454,0.9912924866268628,-0.0012744494590314018,0.9934170521181475,0.004364839107242062,2.9962721403198764,0.9967112008137224,TA,6.986113094497077,Typ,2.00261820703524,Gd,Attchd,1959.4030659550458,Fin,2.004753052587137,522.1057262211245,TA,TA,P,209.49812126377256,61.61808387173365,-1.591275417781774,0.11080519378596383,-0.5736739289206338,-0.41303189156518044,Missing,Missing,Missing,-4.988127000727023,5.011090674328919,2010.0126708564098,WD ,Normal,213977.03871919494
36.555098075563386,529458549.42004657,21.89194093110129,RH,80.3081466314026,11604.33174715585,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5.0235444862164025,6.004293873362968,1961.471091556118,1960.619476229392,Gable,CompShg,VinylSd,VinylSd,Missing,-2.877212649822476,TA,TA,CBlock,TA,TA,No,Rec,457.79755652482396,LwQ,144.54839869287952,269.40794542125303,895.1985830829739,GasA,TA,Y,SBrkr,896.7983610724652,2.918745080659247,0.4550992537770405,899.3883069218459,-0.005282490041606754,-0.00392412343682799,0.9895605771981781,-0.00047411921933996216,2.0370690949122503,0.9953485760343047,TA,4.982410902282972,Typ,0.017591189247596742,Missing,Attchd,1961.32817928143,Unf,1.0193723878848047,736.0515423744624,TA,TA,Y,142.26006291644305,-0.1823883485919157,-1.447078439406798,-0.2452014187458345,120.44853478692332,-0.7472202317935309,Missing,MnPrv,Missing,1.7506885057206591,6.018140363081287,2009.9905302628495,WD ,Normal,107864.6269608642
-8.663492444593384,523865747.7703348,19.902702392252134,RL,81.00069493012867,14295.372950350114,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.979241757171356,6.0243610371071314,1957.9588057461815,1957.8370502136786,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.03790562294303,TA,TA,CBlock,TA,TA,No,ALQ,915.3100344744511,Unf,1.3898619429700716,397.08032402101713,1336.0557062700154,GasA,TA,Y,SBrkr,1331.004179945587,-4.629433162438331,0.49561649757774523,1326.509118090304,0.004774245811579873,-0.0024333363938633594,0.9897803897301705,0.9962595754840411,3.019458398268669,0.9937814670307833,Gd,6.010080893983574,Typ,0.00781692297837502,Missing,Attchd,1958.8235993902802,Unf,0.9874351824477807,311.14321929845374,TA,TA,Y,394.9551469298037,32.51045968271577,-1.1496147244124753,-0.30003847439163545,0.48862823182482534,-0.4071558318245205,Missing,Missing,Gar2,12505.748960931549,5.990294802301084,2009.9993646692544,WD ,Normal,169462.12837001676
-22.66386921266905,527785728.1809808,19.934099978157338,RL,93.15801144314803,11394.11011790683,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7.024419338424125,4.978959824074594,1967.5434377022264,1969.1842831785345,Hip,CompShg,BrkFace,BrkFace,Missing,0.3167825810668765,Gd,TA,CBlock,TA,TA,No,ALQ,1075.1246692715513,Unf,4.2895768337432045,1043.2941805074,2092.458587246176,GasA,Ex,Y,SBrkr,2109.7025193069076,1.5144279545803037,-0.4135302891946272,2095.5200022852214,0.9991356799517571,-0.004220314061743081,1.9963683371338137,1.0163430031720861,3.025981916794235,0.9999554574243633,Ex,8.0154498021681,Typ,2.0037893415461276,TA,Attchd,1967.8674402549836,Fin,1.9992341110357859,522.4912305857993,TA,TA,Y,-3.6258215225067243,2.7503584875848,1.5048409116302546,0.13397285983836096,1.4375106789505874,0.28092446894115325,Missing,Missing,Missing,8.84757597884038,3.922769458073399,2009.9739963109678,WD ,Normal,243699.8685313774
4.7134960850364305,526443914.85266435,59.15189026153194,RL,73.4350792845826,13875.647134918363,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5.008270361884722,5.006967596181437,1996.505193900495,1997.6755463895556,Gable,CompShg,VinylSd,VinylSd,Missing,1.3854932901521149,TA,TA,PConc,Gd,TA,No,GLQ,793.8574277514773,Unf,-3.989493153877608,131.18822437806654,931.1103030009617,GasA,Gd,Y,SBrkr,930.7604346010698,707.9082868625718,0.5005378787206847,1647.1252264600048,0.018614993701430108,-0.0035300793018686015,2.000720987026776,0.9915001709907093,2.9909544675441895,1.0013843648107514,TA,5.9855903646523805,Typ,1.0042487076658837,TA,Attchd,1997.390472928233,Fin,1.987603578507411,478.3888233226384,TA,TA,Y,217.38765671559764,34.549213381643725,-1.4523469606516741,0.3842075979083343,-2.210185877351097,-1.1799768314436718,Missing,MnPrv,Missing,-12.762531284518651,3.012421636071829,2009.95352648944,WD ,Normal,191578.41636513374
27.81904231610554,525188712.2208519,58.71062588014723,RL,77.4506729283336,9795.62640312838,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5.997474095274505,5.996743622756363,1998.3859960928849,1998.454023407666,Gable,CompShg,VinylSd,VinylSd,BrkFace,21.76123477674801,TA,TA,PConc,TA,TA,No,GLQ,606.5444565692696,Unf,1.6032345335054907,337.11905925508097,939.8354749678706,GasA,Ex,Y,SBrkr,946.9339711006985,673.7749916596784,0.8520007351892521,1601.8254979757314,-0.007578514249896552,-0.0012781984630619017,1.9965415504827408,0.9994176062592417,3.022140061981263,0.9935490988139134,Gd,6.992106526867301,Typ,0.9923247169018986,Gd,Attchd,1998.0755183592605,Fin,2.009489210573292,468.499603042971,TA,TA,Y,357.5470258124897,36.157096531238054,-0.18242383035698856,-0.25120697552884375,2.3121065388159816,-0.056412336525730855,Missing,Missing,Missing,-1.5486268336719662,6.014994671225876,2010.053547293616,WD ,Normal,193906.9154156184
50.21386918926307,522738676.61136454,120.13437560550265,RL,41.23601922040679,4717.393746134306,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.009751798936756,4.9441145126629955,2001.0104334851217,2000.9899008802668,Gable,CompShg,CemntBd,CmentBd,Missing,7.756036901583917,Gd,TA,PConc,Gd,TA,Mn,GLQ,622.3720390181888,Unf,0.7025462789528993,721.7054898523189,1332.8968100872637,GasA,Ex,Y,SBrkr,1339.3568483328716,-10.710268698538517,-1.2799854290295567,1344.6225535007984,1.007322396477316,0.002483790390636757,1.9996316095017765,-0.00372475196905021,1.9835130044029523,1.0016510051992957,Gd,5.98935718292827,Typ,0.0032081696810683912,Missing,Attchd,2001.3371433417544,Fin,2.02072442784258,579.0349810896264,TA,TA,Y,-2.3279781101861423,-0.750795668171277,169.41897887268954,0.12267907554642028,-0.14436434506643078,1.0236274449687819,Missing,Missing,Missing,-4.6284222811138305,4.031974252645063,2010.034901230048,WD ,Normal,214225.07332310657
-0.6781508304235064,524698415.92613405,118.2364590549487,RL,42.59219663677358,5451.904690706402,Pave,Missing,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.003663052745983,5.009364216791369,1992.622542502853,1991.4974804802248,Gable,CompShg,HdBoard,HdBoard,Missing,2.1424537417029375,Gd,TA,PConc,Gd,TA,No,ALQ,249.09144144604113,Unf,1.6858996629022474,1023.2888964254341,1291.544795671124,GasA,Ex,Y,SBrkr,1275.2735141165404,-2.4759551341551638,0.3427493292433253,1276.1387868557913,0.004134830417040518,-0.006154056701733615,1.9968235920739552,0.004917302714501607,2.010563811495731,0.9995002704970811,Gd,5.069464375088242,Typ,0.020809524420911045,Missing,Attchd,1991.794401732886,RFn,2.0102900664064056,507.18260456587524,TA,TA,Y,-0.43928591158202057,79.92939595415857,-0.11693002813245787,-0.2600833232015438,145.15346389468095,-0.08247097471226436,Missing,Missing,Missing,1.578137193305425,0.9949208014334134,2009.9512282618537,WD ,Normal,192656.37233249887
27.1766347629627,525867517.39580745,120.4698301929683,RL,38.65089538727345,5569.670622251796,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,7.963485242193882,5.028459297454632,1994.8526941532748,1996.0237223697272,Gable,CompShg,CemntBd,CmentBd,Missing,-1.7261625239709446,Gd,TA,PConc,Gd,TA,No,GLQ,1181.0084412106694,Unf,1.9692239268159923,415.93809362212875,1594.626169678314,GasA,Ex,Y,SBrkr,1620.003520737247,-0.006287881534973267,-0.9540031717117894,1623.510301093916,0.9973545962904778,-0.005133171549608457,2.0047886576999137,-0.0005791693358762793,2.007606823165161,1.0058928668565024,Gd,5.031057293891195,Typ,1.004673746294694,TA,Attchd,1994.6438269482405,RFn,1.9939516553142103,610.258339577916,TA,TA,Y,235.16953680162635,152.36974625531138,-1.2622897467339547,0.5860849787134795,-0.33513936338034983,0.08481070963193618,Missing,Missing,Missing,12.64889548009691,3.004473588911662,2009.9820452388592,WD ,Normal,234021.3280228567
-1.711880319475645,524782762.1506262,60.30593369476094,RL,59.97735437755643,7374.485865715486,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.994632191856518,4.970896411775372,1999.0793801238535,1998.8317067079722,Gable,CompShg,VinylSd,VinylSd,Missing,-1.1692798816858914,TA,TA,PConc,TA,TA,No,Unf,12.742399562707828,Unf,11.110410193289594,996.8231754460929,993.0346780942139,GasA,Gd,Y,SBrkr,1016.2227223202373,780.8240086748531,0.8113908192910373,1789.602131586476,-0.0011961888982738502,-0.005450808650719572,2.012759314591933,0.9888708723122481,3.0115407732463675,0.9963036588688143,Gd,7.029786616793719,Typ,0.9867296973604552,TA,Attchd,1998.8883018693223,Fin,2.0064490574598586,435.540862351551,TA,TA,Y,139.86998884986923,60.169659081663134,-0.8068669606348077,-0.30651825409886196,0.06365450920692749,-1.238229487987979,Missing,Missing,Missing,-17.3832664554512,6.017906123140901,2010.027947944678,WD ,Normal,185959.28518478296
